prot_id,LFQ intensity 1,LFQ intensity 2,LFQ intensity 3,LFQ intensity 4,LFQ intensity 5,LFQ intensity 6,LFQ intensity 7,LFQ intensity 8,LFQ intensity 9,LFQ intensity 10,LFQ intensity 11,LFQ intensity 12,LFQ intensity 13,LFQ intensity 14,LFQ intensity 15,LFQ intensity 16,LFQ intensity 17,LFQ intensity 18,LFQ intensity 19,LFQ intensity 20,LFQ intensity 21,LFQ intensity 22,LFQ intensity 23,LFQ intensity 24,LFQ intensity 25,LFQ intensity 26,LFQ intensity 27,desc,valid_points,max,mw,clusters
Tb927.10.3660,7659800,26378000,17152000,29235000,30443000,24484000,21356000,25843000,24612000,38946000,46044000,52881000,88251000,98144000,157580000,314250000,427220000,338850000,342770000,269080000,278490000,228630000,37842000,2960300,0,0,0,aspartate aminotransferase,24,17,44.787,109
Tb927.10.3670,0,0,0,0,0,0,0,0,5532500,9092400,6406600,7980400,0,7060000,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,10,52.231,88
Tb927.10.3730,24138000,5420400,18052000,23150000,26935000,14581000,7821800,9233100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SET domain containing protein, putative",8,5,75.395,220
Tb927.10.3760,0,0,0,0,0,0,6817600,10161000,0,11016000,12122000,13551000,9600700,9524300,0,0,0,0,0,0,0,4044900,0,0,0,0,0,"vacuolar ATP synthase subunit d, putative",8,12,31.285,45
Tb927.10.3770,0,0,4479600,0,0,8472700,7600500,10602000,8007100,10001000,10455000,14713000,6310600,7367000,6999000,8902900,5884100,6421500,8385500,12857000,5242100,0,0,0,0,0,0,predicted TPR repeat protein,17,12,78.604,174
Tb927.10.3780,0,0,0,0,0,4276900,3052400,3239900,5143100,4521200,4347500,2129800,3698200,2263100,2008400,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",10,9,111.05,60
Tb927.10.3790,26546000,73235000,82515000,113990000,138920000,131620000,86198000,45964000,14073000,6374000,0,0,0,12080000,31074000,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",12,5,432.89,443
Tb927.11.14130,761790000,2183500000,2679800000,1955000000,2060800000,2171500000,1474000000,1553100000,949140000,1061900000,559010000,715790000,764950000,888380000,1113100000,976520000,598720000,527590000,603520000,486410000,335380000,448910000,183620000,185740000,162630000,355150000,312500000,"ribosomal protein L18, putative",27,3,20.904,344
Tb927.10.3900,0,0,0,0,0,0,0,0,0,0,12417000,16535000,13582000,18887000,15504000,23765000,29024000,28066000,26448000,20378000,9203200,12101000,0,0,0,0,0,"CAMK/CAMKL family protein kinase, putative",12,17,83.21799999999999,113
Tb927.10.3950,0,0,0,0,0,8488700,9356500,14031000,20224000,22192000,39731000,36563000,40017000,47668000,51712000,54751000,55631000,47681000,33047000,24832000,19123000,12395000,0,0,0,0,0,"hypothetical protein, conserved",17,17,53.0,195
Tb927.10.3990,224120000,283120000,396010000,428720000,511650000,651450000,973970000,1036700000,807890000,757430000,566770000,465650000,381490000,420570000,301130000,283910000,242620000,153650000,177430000,365980000,352330000,276880000,41374000,16654000,0,0,0,DHH1,24,8,46.468,404
Tb927.10.4040,0,0,0,0,0,2155300,8061700,10510000,10283000,14024000,9008900,13555000,12886000,11000000,0,0,0,0,0,6053900,4647800,9567300,9518600,0,0,0,0,3-keto-dihydrosphingosine reductase,13,10,38.045,161
Tb927.10.4060,0,6941600,5772500,9964800,11120000,13374000,7189300,13372000,18203000,22804000,11091000,8241200,5420600,2970100,1891400,0,0,0,0,0,0,0,0,0,0,0,0,"Ankyrin repeats (3 copies), putative",14,10,39.938,306
Tb927.10.4080,172210000,159520000,300550000,121800000,146510000,158050000,100090000,32055000,27361000,8693100,11636000,4972100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",12,3,127.1,208
Tb927.10.4120,241980000,144360000,300570000,58178000,97792000,110700000,88783000,74934000,56635000,66481000,54897000,52180000,74973000,50140000,47704000,60105000,41198000,45691000,55043000,58154000,78885000,54285000,0,0,58479000,81951000,126650000,60S ribosomal protein L30,25,3,12.347999999999999,205
Tb927.10.4270,0,0,0,0,0,0,0,9768000,8221500,14271000,7690900,0,0,0,0,0,0,5980800,0,0,0,0,0,0,0,0,0,"coatomer subunit zeta, putative",5,10,20.568,290
Tb927.10.430,49397000,45926000,42984000,35445000,25086000,21334000,13411000,10825000,9794000,9804700,8061400,8893400,8845500,8649200,0,0,0,0,0,8654700,8078100,14156000,0,0,0,0,0,"peroxidase, putative",17,1,41.585,258
Tb927.10.450,0,11037000,0,29737000,37248000,85292000,106990000,102470000,67872000,62307000,23144000,19147000,17010000,11301000,12024000,8147700,15905000,32802000,18826000,20094000,9025600,3630600,90972000,0,0,0,0,Component of motile flagella 62,21,7,71.87899999999999,331
Tb927.10.4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5812000,4338800,1526600,2409900,3826200,0,0,0,0,0,0,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatas, putative",5,17,53.911,115
Tb927.10.4570,919950000,1494000000,1749600000,1884900000,1668600000,2241600000,2305000000,2387900000,2967700000,3585000000,4480300000,5287000000,6934100000,8116800000,10673000000,14848000000,16209000000,17138000000,10898000000,4781800000,1832300000,1054000000,342630000,160100000,50015000,40700000,51553000,elongation factor 2,27,18,94.333,123
Tb927.10.4640,0,57429000,40990000,29225000,26634000,65197000,90176000,182090000,288460000,360160000,202630000,152200000,155550000,133430000,158110000,157020000,160390000,170200000,184150000,168300000,161270000,143440000,21723000,60176000,19077000,22390000,14896000,eukaryotic translation initiation factor 3 subunit l,26,10,55.648999999999994,170
Tb927.10.4690,0,0,0,6282900,0,14101000,10796000,7518500,6945500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dynein light chain, putative",5,6,13.029000000000002,479
Tb927.10.470,166900000,90730000,122320000,103100000,90184000,69654000,43422000,46073000,47408000,40185000,47623000,45544000,50434000,43001000,45546000,30863000,44563000,53072000,79844000,100050000,111790000,77796000,53776000,0,0,0,0,"choline dehydrogenase, putative",23,1,56.92100000000001,351
Tb927.10.4870,0,0,0,0,0,0,0,0,0,0,0,0,0,4522000,4872100,0,3891100,0,0,0,0,0,0,0,0,0,0,"tRNA-dihydrouridine synthase 2, putative",3,15,47.595,1
Tb927.10.4890,0,0,5564000,8488400,0,0,0,0,6475700,8475400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zinc-finger of a C2HC-type, putative",4,4,32.141999999999996,457
Tb927.10.4950,0,0,0,0,0,0,0,0,0,0,1184100,2309300,2863400,0,2834100,3082400,0,0,0,0,0,0,0,0,0,0,0,U2 small nuclear ribonucleoprotein 16.5K,5,16,14.743,104
Tb927.10.5010,0,0,4773000,4540700,2812000,4917300,11790000,6093100,12670000,12312000,28608000,36724000,51237000,39158000,41018000,78444000,97114000,111180000,75292000,46739000,7428500,1569100,0,0,0,0,0,"Elongation factor G1, mitochondrial, putative",20,18,83.98200000000001,123
Tb927.10.5030,88898000,33678000,182900000,31275000,40518000,27996000,43698000,27673000,28226000,15502000,37188000,26043000,46270000,26043000,26373000,28648000,26932000,21215000,38918000,39663000,69442000,27947000,0,0,0,0,0,"ubiquitin/ribosomal protein S27a, putative",22,3,16.705,205
Tb927.10.510,0,0,18939000,7541400,16029000,8948700,23989000,25128000,20309000,20542000,22948000,18543000,9641200,14963000,10700000,17425000,12465000,15402000,0,0,0,0,0,0,0,0,0,Present in the outer mitochondrial membrane proteome 19,16,8,37.06,432
Tb927.10.5110,0,0,0,0,0,11598000,15536000,16760000,11768000,8525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KREPA4,5,8,23.697,286
Tb927.10.5120,12800000,20512000,25836000,25520000,21313000,26638000,27272000,36561000,22193000,19561000,12849000,9716300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KREPA6,12,8,18.09,504
Tb927.10.5130,0,0,0,0,0,0,2259300,2198900,1912600,2731200,2530500,2343600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Protein C21orf2 homolog, putative",6,10,30.646,72
Tb927.10.5140,0,43383000,39582000,43709000,53166000,62332000,49250000,63382000,60495000,62390000,48782000,49824000,41100000,34782000,29417000,22682000,20266000,13761000,15294000,14896000,10685000,17643000,16201000,0,0,13585000,13486000,Mitogen-activated protein kinase 6,24,8,49.74,425
Tb927.10.5350,10558000,16693000,5914200,5705000,9132100,8850000,13934000,10300000,6439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dynein heavy chain, putative",9,2,474.7,234
Tb927.10.5380,0,0,0,0,6059700,29353000,60206000,68177000,21195000,10561000,5673900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,intraflagellar transport protein 122,7,8,139.43,282
Tb927.10.5400,0,31950000,29755000,13907000,21815000,37458000,26017000,30317000,19361000,19242000,16806000,15009000,16384000,12391000,14208000,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",14,6,63.396,392
Tb927.10.5440,0,0,0,6804800,6800400,8679600,7389500,10280000,9552400,6240300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RNA editing endoribonuclease,7,8,60.838,507
Tb927.10.5450,0,0,0,14345000,16318000,16211000,33704000,62195000,94841000,126790000,103010000,72281000,30832000,27000000,15961000,5041900,0,0,0,0,0,0,0,0,0,0,0,ISWI complex protein,13,10,107.29,75
Tb927.10.5480,72951000,295600000,1131300000,378040000,498030000,416720000,274780000,187360000,162590000,154550000,92832000,76007000,119490000,89220000,79508000,94337000,40493000,30568000,25860000,24778000,46348000,33277000,0,0,13444000,0,0,"60S ribosomal protein L24, putative",23,3,14.595,203
Tb927.10.5540,0,0,0,0,3311600,5160300,5481500,5255000,4533600,5297000,5246300,5610300,5502000,6001500,5055100,6601600,4883500,6190100,5526700,6320100,3488500,3977900,0,0,0,0,0,"hypothetical protein, conserved",18,16,30.445,158
Tb927.10.5560,0,0,9656900,7495500,7820300,7573700,0,4091500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPI alpha-mannosyltransferase III,5,3,67.586,439
Tb927.10.5590,4413900,3526100,6135500,6260900,6569700,7800400,7494500,9730300,9117500,8777000,7310700,3454400,3347900,3034000,2445400,1321500,1665400,0,0,0,0,0,0,0,0,0,0,"protein phosphatase 2C, putative",17,8,66.75,400
Tb927.10.560,577490000,660260000,782610000,844900000,659070000,569360000,446020000,424380000,359080000,426210000,264690000,208070000,252180000,267600000,275370000,220460000,167970000,156680000,81119000,72043000,111610000,114060000,30321000,113300000,35469000,46609000,105150000,"40S ribosomal proteins S11, putative",27,4,20.087,339
Tb927.8.1110,458120000,923020000,1314500000,1157600000,1140700000,1385700000,1038800000,1025300000,824640000,836000000,578870000,482710000,431230000,423110000,426650000,391800000,271960000,192290000,177530000,143960000,139960000,209730000,6320400,29021000,72373000,0,64701000,"40S ribosomal protein S9, putative",26,6,22.051,340
Tb927.10.5640,19800000,33396000,44365000,53293000,44917000,37270000,8053200,4185500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gem-associated protein 2, putative",8,4,55.428000000000004,220
Tb927.10.5660,10447000,3940800,9141500,3195300,15993000,3078400,9248800,7262100,5497200,5015100,5504900,4857100,0,4042800,0,0,0,0,0,0,0,0,0,0,0,0,0,"heat shock protein, putative",13,5,37.873000000000005,471
Tb927.10.5670,0,27812000,43599000,27849000,36170000,57428000,64897000,81381000,79054000,103430000,136910000,152710000,174850000,194860000,236780000,234950000,167340000,161370000,151490000,92776000,36619000,7840700,0,0,0,0,0,"N-acetyltransferase subunit Nat1, putative",21,15,82.189,195
Tb927.10.5770,48318000,109460000,213850000,149980000,227800000,151640000,395370000,842550000,1024600000,892550000,719950000,421420000,282120000,254690000,200090000,198390000,181680000,181710000,212940000,83217000,12607000,0,0,0,0,0,0,Valosin-containing protein,21,9,85.825,325
Tb927.10.5820,0,4753400,3821100,4798600,3031800,3351300,1736000,1844600,2129800,2532600,2054100,1852400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicted RanGDP binding protein,11,4,109.23,240
Tb927.10.5830,10599000,18827000,15464000,16256000,13295000,19238000,16550000,15509000,11382000,11052000,9452000,8038100,9217200,6240200,9082100,7332100,5766400,7319800,6740800,6162300,6255900,8033100,0,0,0,0,0,"hypothetical protein, conserved",22,6,59.941,366
Tb927.10.5870,199610000,185820000,154070000,87464000,25561000,13643000,3759000,6764000,6941500,5129200,8479200,7358800,1907600,2340900,2302000,1126300,2184100,2435600,0,0,1557500,3516500,0,0,0,0,0,"hypothetical protein, conserved",20,1,49.467,266
Tb927.10.5880,53712000,46259000,54702000,111350000,139820000,157100000,107400000,108560000,82057000,60396000,30273000,23491000,21613000,14864000,12810000,5181000,15265000,9912600,2627200,5319100,12197000,3007100,19384000,0,0,0,0,"Proteophosphoglycan, putative",23,6,66.774,537
Tb927.10.600,55484000,85436000,68702000,148660000,204280000,232020000,193770000,127410000,66450000,40695000,25303000,17912000,16895000,19219000,19773000,12344000,9344200,0,0,0,0,0,0,0,0,0,0,Mitochondrial ribosomal protein L29,17,6,62.775,525
Tb927.10.6050,754900000,1700200000,2018700000,917970000,523560000,1065100000,1265900000,1274200000,1197900000,973670000,568920000,382660000,300960000,192760000,78517000,29766000,8831000,6112400,5673900,2799900,2645000,2120300,0,0,0,0,0,clathrin heavy chain,22,3,190.62,231
Tb927.10.6090,0,9780500,6238600,12567000,20709000,15812000,14433000,5421700,3355700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tRNA pseudouridine synthase A, putative",8,5,76.905,442
Tb927.10.6160,0,5906200,4760200,0,4888900,8683600,22541000,18227000,6531700,4231800,2193000,1699700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sec34-like family, putative",10,7,81.54,483
Tb927.10.6200,0,0,0,2097100,2617100,0,0,0,0,0,0,283820,661870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,5,12.255,452
Tb927.10.6220,17397000,31240000,36522000,40184000,30254000,19922000,18842000,15519000,14485000,14666000,11792000,17136000,16769000,18871000,19022000,13970000,14724000,15832000,23833000,15366000,18929000,11553000,0,0,0,0,0,5-3 exoribonuclease D,22,4,90.941,349
Tb927.10.6230,0,0,0,0,0,3985100,3959700,2259600,3243500,1572400,2137700,1755700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MORN repeat containing protein,7,6,77.02600000000001,309
Tb927.10.6260,12997000,22659000,45487000,97802000,83787000,60805000,40295000,37055000,29077000,26021000,22669000,23236000,13801000,11321000,12588000,8763700,4106000,2213800,0,0,0,0,0,0,0,0,0,"ATP-dependent DEAD/H RNA helicase, putative",18,4,68.678,466
Tb927.10.6360,0,0,17581000,5363800,0,0,5916600,6543900,9445500,11012000,15598000,11450000,7462900,9094500,7674600,4164200,6999000,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",13,3,55.523999999999994,429
Tb927.10.6550,0,0,0,0,0,0,0,3146300,5927200,3056400,6194300,6866800,8020000,3633800,2452600,1863900,3210000,5711000,3062400,2273700,6796200,5406200,6663300,0,0,0,0,"Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein, putative",16,13,26.171999999999997,163
Tb927.10.6630,26308000,42900000,45605000,92684000,136650000,100050000,132080000,128600000,89393000,54962000,43918000,25181000,20920000,16061000,13914000,3671700,0,0,0,0,0,0,0,0,0,0,0,"ATP-dependent RNA helicase DBP2A, putative",16,5,64.082,537
Tb927.10.6700,0,10744000,8983300,25520000,25665000,25721000,14106000,9070700,12769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kinetochore interacting protein 3,8,6,56.11,443
Tb927.10.6710,0,0,0,0,6107300,7085700,4304100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",3,6,43.696000000000005,497
Tb927.10.6780,0,0,7702600,7565300,5756600,10791000,11483000,25469000,15330000,21189000,12683000,15297000,12596000,15841000,10746000,9697000,7387200,0,0,8713700,3137300,0,0,0,0,0,0,"vacuolar protein sorting-associated protein 45, putative",17,8,64.97399999999999,326
Tb927.10.6840,0,27966000,22261000,25470000,11133000,33938000,19703000,24095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,6,34.255,224
Tb927.10.6850,17257000,21082000,28070000,35181000,67297000,56548000,27730000,11206000,5027800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitochondrial ribosomal protein S18, putative",9,5,36.918,442
Tb927.10.6870,0,0,0,0,3219800,6660900,6777300,4260900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"short-chain dehydrogenase, putative",4,7,40.178000000000004,486
Tb927.10.7030,0,0,0,0,0,0,0,20395000,21232000,17801000,16835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,9,30.363000000000003,292
Tb927.10.7060,34364000,26156000,5456900,3966800,6160800,4595300,11120000,15703000,5843900,6264500,6568100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoporin NUP96,11,1,96.51100000000001,261
Tb927.10.7080,6807000,0,0,0,6819000,7858700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATP-dependent DEAD/H RNA helicase, putative",3,6,62.11600000000001,496
Tb927.10.7110,0,0,0,0,0,0,26910000,7343900,7775600,22587000,50129000,50080000,58169000,58855000,57889000,44397000,38756000,35585000,30646000,41209000,56678000,35552000,21080000,0,0,0,0,"inositol-3-phosphate synthase, putative",17,14,58.273999999999994,181
Tb927.10.7120,7698300,11057000,16084000,8184600,5802200,5163100,8142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,3,37.269,208
Tb927.10.720,0,6398900,12617000,27677000,20795000,10813000,9537500,18009000,15338000,5371100,5680600,3314700,1301500,989060,705950,0,0,0,0,0,0,0,0,0,0,0,0,"PB1 domain containing protein, putative",14,4,118.09,467
Tb927.10.7200,0,0,0,0,0,0,2676100,3365400,5509700,4849100,4962200,0,6558600,3329100,4363900,0,0,0,0,0,0,0,0,0,0,0,0,"TPR repeat, putative",8,13,93.195,323
Tb927.10.7210,30980000,39858000,22228000,7209100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,2,26.255,269
Tb927.10.7230,24370000,52003000,43429000,32944000,31146000,35666000,28992000,41126000,50818000,71678000,51407000,31635000,11164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flagellar Member 1,13,10,284.7,389
Tb927.10.7280,0,7618300,16189000,34664000,38188000,48780000,34886000,33721000,30302000,30971000,19816000,14889000,14349000,7579600,7866900,6083400,5324200,0,0,0,0,0,0,0,0,0,0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative",16,6,121.24,539
Tb927.10.7290,10227000,10027000,8585200,11574000,11981000,11483000,9812100,10768000,9902900,9471100,8556800,5756700,5318400,5021500,0,6069400,4935000,0,0,0,0,0,0,0,0,0,0,Flagellar Member 2,16,5,129.88,399
Tb927.10.730,0,0,0,3877400,13729000,11035000,21694000,32943000,29488000,11555000,35583000,31680000,29497000,32822000,23369000,19449000,20545000,14179000,22437000,30791000,11533000,0,0,0,0,0,0,"ATP synthase, putative",18,11,52.901,174
Tb927.10.7310,0,0,0,0,0,0,0,0,0,6104400,5082200,5235100,6635400,4434300,0,0,0,0,0,0,0,0,0,0,0,0,0,"terminal uridylyltransferase 3, putative",5,13,91.991,86
Tb927.10.7340,212640000,137980000,163440000,100550000,89366000,61158000,120010000,118140000,78355000,13255000,10065000,11193000,33783000,41080000,5025500,6283800,21906000,0,0,0,0,0,0,0,0,0,0,"40S ribosomal protein S24E, putative",17,1,15.683,234
Tb927.10.7350,0,0,0,0,0,4266900,5610300,3919800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",3,7,197.82,478
Tb927.10.7380,0,12481000,13349000,19197000,34716000,39486000,36841000,21021000,11096000,8891000,0,0,0,0,0,0,0,0,0,0,11086000,16316000,11594000,0,0,0,0,"LSU ribosomal protein, mitochondrial, putative",12,6,39.705999999999996,489
Tb927.10.740,0,10419000,11386000,0,11293000,16927000,33241000,37705000,29482000,21678000,10227000,5176600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural maintenance of chromosome 4, putative",10,8,154.7,275
Tb927.10.7440,8154700,20023000,5757600,19541000,22360000,33838000,45377000,50525000,40266000,58562000,48704000,85177000,63206000,69785000,100680000,93314000,125910000,50258000,36775000,6441200,11814000,0,0,0,0,0,0,ATP-dependent RNA helicase MTR4,21,17,107.35,194
Tb927.10.7450,0,0,0,0,0,0,6614500,14138000,14864000,25420000,22843000,21057000,17470000,18549000,17674000,17866000,18807000,17603000,16956000,20585000,7667900,13484000,0,0,0,0,0,Ribosomal RNA processing protein 41A,16,10,27.511,190
Tb927.10.7500,28744000,49709000,82696000,59926000,110090000,125360000,72898000,77466000,66968000,71824000,62397000,75676000,79761000,72742000,88194000,96178000,61108000,59554000,97073000,57474000,31462000,35589000,45970000,91394000,0,0,0,fibrillarin,24,6,31.643,143
Tb927.10.7550,0,0,0,0,0,8176700,8702300,15160000,10028000,19191000,12008000,19938000,13111000,20171000,26475000,16551000,7828200,15918000,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",13,15,60.82899999999999,40
Tb927.10.7570,453020000,486110000,704190000,1899900000,2625200000,1591800000,379870000,160540000,97754000,61420000,51138000,59199000,84925000,61222000,52868000,51226000,41986000,39914000,39544000,78367000,59806000,57396000,42310000,0,4754600,26848000,12749000,"dihydrolipoamide acetyltransferase E2 subunit, putative",26,5,48.107,453
Tb927.10.7580,0,0,0,0,0,3870800,4136100,4658500,3156200,5422100,4457900,2993200,3068100,3646400,3044400,2389100,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",11,10,111.59,67
Tb927.10.760,0,13509000,13652000,12906000,17295000,11550000,9803600,10020000,9691000,7071700,7829400,9095300,5401000,6934800,5643600,7217200,6358600,6517100,7237200,16157000,9560300,13103000,11965000,0,0,0,0,"hypothetical protein, conserved",22,5,38.897,361
Tb927.10.7610,0,0,7805600,13770000,17147000,23351000,31774000,67240000,42580000,37829000,18026000,17431000,7625300,4150300,0,0,0,0,0,0,0,0,0,0,0,0,0,"NADH-ubiquinone oxidoreductase complex I subunit, putative",12,8,165.1,274
Tb927.10.7620,61895000,38385000,43956000,41481000,33403000,28456000,25395000,12165000,4707700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mitochondrial ATP-dependent zinc metallopeptidase, putative",9,1,71.08800000000001,258
Tb927.10.7630,0,0,0,0,0,0,3343800,6713400,4138000,4422700,8000600,8855500,8603600,8669700,9452800,7703000,5607900,3769400,0,0,0,0,0,0,0,0,0,transportin2- like protein,12,15,103.87,40
Tb927.10.7680,29872000,35530000,22685000,22742000,6508500,12132000,13227000,10007000,11692000,10536000,7379200,6564100,10853000,10212000,3014100,8241200,6327800,10560000,13485000,11565000,19505000,8706800,0,0,0,0,0,"GTPase activating protein, putative",22,2,60.165,351
Tb927.10.7690,0,0,0,0,0,0,0,0,0,2671900,2591400,2549400,3850300,3276500,3722900,2728400,4236800,4719500,0,0,0,0,0,0,0,0,0,Component of motile flagella 4,9,18,82.837,99
Tb927.10.770,208180000,171320000,215320000,309200000,204270000,119960000,76467000,42183000,19024000,13935000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF-1 domain containing protein, putative",10,4,69.12100000000001,254
Tb927.10.7700,0,18524000,27887000,28283000,35994000,32001000,42490000,37502000,34737000,57305000,60992000,70955000,80808000,74546000,72726000,74433000,76048000,42812000,50815000,50834000,34585000,34062000,0,0,0,0,0,ATP-binding cassette protein subfamily G,21,13,75.051,159
Tb927.10.7710,7575300,20924000,24677000,23575000,36314000,34696000,19327000,11027000,13383000,9964500,7211600,5680300,4346300,5131200,7104000,6743600,6422200,5361400,0,0,5503700,5795600,0,0,14588000,0,0,"40S ribosomal protein S8, putative",21,5,29.838,518
Tb927.10.7730,0,0,0,0,0,0,0,0,0,3120900,2904100,0,1854600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Domain of unknown function (DUF4496), putative",3,10,43.472,85
Tb927.10.7740,0,0,0,0,0,0,5837700,5923700,6163700,9050400,9106500,8889000,10537000,7569500,10225000,0,12246000,16606000,0,8804700,0,0,0,0,0,0,0,protein transport protein SEC23,12,18,83.30799999999999,201
Tb927.10.7780,0,0,0,0,0,0,3094700,3691300,4932400,5196600,5058900,4177800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitogen-activated protein kinase KFR1,6,10,39.358000000000004,72
Tb927.10.7810,11412000,63954000,73719000,126640000,100830000,71362000,35832000,41317000,24807000,24324000,18872000,18404000,15292000,12654000,5324400,0,0,0,0,0,0,0,0,0,0,0,0,"Pre-rRNA-processing protein ESF1, putative",15,4,80.305,221
Tb927.10.7870,14389000,23431000,13610000,21455000,12656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,2,22.784000000000002,255
Tb927.10.7880,3919400,7599200,4552200,6784400,2518300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sperm tail/Sperm tail C-terminal domain containing protein, putative",5,2,76.814,255
Tb927.10.7990,0,0,0,0,6826600,2639800,17919000,23100000,29535000,26277000,27423000,28836000,17076000,14850000,12941000,11438000,11998000,12299000,15535000,8172400,6296400,6079100,0,0,0,0,0,"replication factor C subunit 3, putative",18,9,38.734,175
Tb927.10.800,0,0,0,0,0,2762400,2789400,1200000,1549100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,7,44.761,479
Tb927.10.8010,30567000,13097000,7161400,8502500,5164500,16222000,7267300,7166500,0,6955900,6241200,5805800,6400100,0,3062100,2684500,3078700,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",15,1,28.355,261
Tb927.10.8040,0,0,0,0,13155000,13145000,18768000,32717000,25604000,16192000,17569000,13210000,18901000,16633000,13475000,0,0,0,0,0,0,0,0,0,0,0,0,"beta adaptin, putative",11,8,76.279,60
Tb927.10.8080,14600000,7678400,18275000,30485000,43918000,38124000,52257000,30418000,30076000,18888000,24960000,25758000,21321000,20764000,13397000,9026900,9266900,4628600,0,0,0,0,0,0,0,0,0,"Uncharacterized conserved protein (DUF2042), putative",18,7,82.38,415
Tb927.10.810,0,0,0,0,7658800,6184900,0,7174400,10784000,12837000,12699000,11561000,19412000,16276000,19452000,11248000,13602000,17355000,4278500,9107900,7084500,2772600,0,0,0,0,0,"Pentatricopeptide repeat protein (PPR), putative",17,15,67.488,188
Tb927.10.8170,148020000,120740000,58866000,33469000,21546000,42102000,34114000,31420000,19433000,10071000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoporin NUP144,10,1,144.37,270
Tb927.10.8190,151200000,233570000,162460000,137020000,218430000,593890000,1057100000,1290400000,1220000000,1051100000,754540000,608800000,550430000,526920000,456110000,488010000,379630000,332410000,683110000,965940000,922560000,650740000,395930000,101260000,74024000,22938000,40872000,"T-complex protein 1, theta subunit, putative",27,8,58.081,319
